,date,time,text,sentiment,target,text_tokenized,joined_tokens
383,2/23/2022,6:40:34 PM, wat the fuck is this game,Negative,Game,"['wat', 'fuck', 'game']",wat fuck game
384,2/23/2022,8:53:07 AM," i just got here, how long is it?",Negative,Game,"['got', 'long']",got long
385,2/22/2022,8:08:02 PM, shoulders look like a kids portapotty on fire,Negative,Game,"['shoulders', 'look', 'like', 'kids', 'portapotty', 'fire']",shoulders look like kids portapotty fire
386,2/23/2022,1:15:44 AM, wont be for a bit probably,Negative,Game,"['wont', 'bit', 'probably']",wont bit probably
387,2/22/2022,9:20:09 PM, im to young =(,Negative,Game,['young'],young
388,2/22/2022,6:30:03 PM, get scammed ,Negative,Game,"['get', 'scammed']",get scammed
389,2/22/2022,8:58:52 PM, org broke,Negative,Game,"['org', 'broke']",org broke
390,2/22/2022,5:18:24 PM, so all we get access to is dreadful pve zones??,Negative,Game,"['get', 'access', 'dreadful', 'pve', 'zones']",get access dreadful pve zones
391,2/22/2022,8:40:18 PM, oribis is broken,Negative,Game,"['oribis', 'broken']",oribis broken
392,2/22/2022,6:56:17 PM, i mean almost 9 months with the same patch,Negative,Game,"['mean', 'almost', 'months', 'patch']",mean almost months patch
393,2/23/2022,3:00:41 PM, wtf is this halfway patch? ,Negative,Game,"['wtf', 'halfway', 'patch']",wtf halfway patch
394,2/23/2022,10:29:54 AM, nothing getting fixed #deadgame,Negative,Game,"['nothing', 'getting', 'fixed', 'deadgame']",nothing getting fixed deadgame
395,2/22/2022,8:23:30 PM, that a scam mary,Negative,Game,"['scam', 'mary']",scam mary
396,2/23/2022,1:07:10 AM, worst mistake of my life,Negative,Game,"['worst', 'mistake', 'life']",worst mistake life
397,2/22/2022,6:06:50 PM, what do we do now,Negative,Game,['negative'],negative
398,2/22/2022,5:49:05 PM, mage season 3 gear looks awful,Negative,Game,"['mage', 'season', 'gear', 'looks', 'awful']",mage season gear looks awful
399,2/22/2022,5:30:18 PM, nope,Negative,Game,['nope'],nope
400,2/22/2022,9:20:56 PM, donate at blizzard's gofundme,Negative,Game,"['donate', 'blizzard', 'gofundme']",donate blizzard gofundme
401,2/23/2022,7:00:15 PM, the jailors gauntlet mounts are trash,Negative,Game,"['jailors', 'gauntlet', 'mounts', 'trash']",jailors gauntlet mounts trash
402,2/23/2022,10:30:15 AM," yeah they havent released a new patch to the game in almost 24 hours, this shits dead",Negative,Game,"['yeah', 'havent', 'released', 'new', 'patch', 'game', 'almost', 'hours', 'shits', 'dead']",yeah havent released new patch game almost hours shits dead
403,2/22/2022,8:55:33 PM, honestly i dont think the 2 leggo is exciting,Negative,Game,"['honestly', 'think', 'leggo', 'exciting']",honestly think leggo exciting
404,2/23/2022,1:14:56 AM, org port fixed yet?,Negative,Game,"['org', 'port', 'fixed', 'yet']",org port fixed yet
405,2/22/2022,8:07:07 PM, cloth got done dorty too erudite occultist's mantleerudite occultist's hood,Negative,Game,"['cloth', 'got', 'done', 'dorty', 'erudite', 'occultist', 'mantleerudite', 'occultist', 'hood']",cloth got done dorty erudite occultist mantleerudite occultist hood
406,2/23/2022,9:35:20 PM," blind brand loyalty and cope will only lead to a product getting worse, notice how after people actually started to quit theyve made changes?",Negative,Game,"['blind', 'brand', 'loyalty', 'cope', 'lead', 'product', 'getting', 'worse', 'notice', 'people', 'actually', 'started', 'quit', 'theyve', 'made', 'changes']",blind brand loyalty cope lead product getting worse notice people actually started quit theyve made changes
407,2/22/2022,8:33:33 AM, bro same no wow on my day off from work ,Negative,Game,"['bro', 'wow', 'day', 'work']",bro wow day work
408,2/22/2022,8:42:05 PM, arbitor is on break,Negative,Game,"['arbitor', 'break']",arbitor break
409,2/22/2022,8:53:37 PM, if the people  *have* to pay,Negative,Game,"['people', 'pay']",people pay
410,2/22/2022,8:40:47 AM," yea, they couldn't have, like, done any of this slowly over the last few weeks. gotta take the game down for an entire day lol",Negative,Game,"['yea', 'like', 'done', 'slowly', 'last', 'weeks', 'gotta', 'take', 'game', 'entire', 'day', 'lol']",yea like done slowly last weeks gotta take game entire day lol
411,2/23/2022,1:08:40 AM, lol,Negative,Game,['lol'],lol
412,2/23/2022,1:07:04 AM, the problem is that u subbed back,Negative,Game,"['problem', 'subbed', 'back']",problem subbed back
413,2/22/2022,11:50:53 PM, they wont do it,Negative,Game,['wont'],wont
414,2/23/2022,7:45:28 PM, new lock set looks like a priest set,Negative,Game,"['new', 'lock', 'set', 'looks', 'like', 'priest', 'set']",new lock set looks like priest set
415,2/22/2022,6:29:47 PM, you will,Negative,Game,['negative'],negative
416,2/23/2022,1:05:25 AM, whats up with ogrimmar? cant tp there,Negative,Game,"['whats', 'ogrimmar', 'cant', 'tp']",whats ogrimmar cant tp
417,2/23/2022,10:39:18 AM, well i buy other games when they come out on blizzard usually js. wow gold = blizzard currency,Other,Game,"['well', 'buy', 'games', 'come', 'blizzard', 'usually', 'js', 'wow', 'gold', 'blizzard', 'currency']",well buy games come blizzard usually js wow gold blizzard currency
418,2/22/2022,8:42:35 AM, happy patch day,Other,Game,"['happy', 'patch', 'day']",happy patch day
419,2/23/2022,6:27:09 PM, what's up bud,Other,Game,['bud'],bud
420,2/22/2022,11:11:49 PM, 9.twosday,Other,Game,['twosday'],twosday
421,2/23/2022,2:30:53 PM, you never stop playing wow,Other,Game,"['never', 'stop', 'playing', 'wow']",never stop playing wow
422,2/22/2022,8:16:09 AM, why was it banned?,Other,Game,['banned'],banned
423,2/22/2022,9:03:29 PM, yes for research for things,Other,Game,"['yes', 'research', 'things']",yes research things
424,2/23/2022,12:21:39 AM, to get the goblin heritage do you still have to level one from 1-max?,Other,Game,"['get', 'goblin', 'heritage', 'still', 'level', 'one', 'max']",get goblin heritage still level one max
425,2/22/2022,7:45:39 PM, returning player. ranged dps? one with bd enegery,Other,Game,"['returning', 'player', 'ranged', 'dps', 'one', 'bd', 'enegery']",returning player ranged dps one bd enegery
426,2/23/2022,10:38:48 AM, you get like 10k from callings its ez,Other,Game,"['get', 'like', 'callings', 'ez']",get like callings ez
427,2/23/2022,12:02:31 PM," yes, for this week only",Other,Game,"['yes', 'week']",yes week
428,2/23/2022,8:10:44 AM, theres a portal on the top floor,Other,Game,"['theres', 'portal', 'top', 'floor']",theres portal top floor
429,2/22/2022,7:53:00 PM, how come warrior? ,Other,Game,"['come', 'warrior']",come warrior
430,2/22/2022,8:19:32 AM," i sell 2s carries,and i seen in disc about bans for boosting, was for sure thinking i get got",Other,Game,"['sell', 'carries', 'seen', 'disc', 'bans', 'boosting', 'sure', 'thinking', 'get', 'got']",sell carries seen disc bans boosting sure thinking get got
431,2/23/2022,2:06:30 PM, ok ty,Other,Game,"['ok', 'ty']",ok ty
432,2/22/2022,8:14:46 PM, open adventure guide,Other,Game,"['open', 'adventure', 'guide']",open adventure guide
433,2/23/2022,5:28:07 PM, nor is m+,Other,Game,['other'],other
434,2/22/2022,6:59:56 PM, thought that was last week?,Other,Game,"['thought', 'last', 'week']",thought last week
435,2/23/2022,10:37:30 AM," yea i mean i made 20,000,000 off selling pets last exp",Other,Game,"['yea', 'mean', 'made', 'selling', 'pets', 'last', 'exp']",yea mean made selling pets last exp
436,2/22/2022,11:03:24 PM, and yet your still playin funny how that works,Other,Game,"['yet', 'still', 'playin', 'funny', 'works']",yet still playin funny works
437,2/22/2022,7:33:46 PM, they also arent going to open all content first week so you can complete it all and complain about there being no content,Other,Game,"['also', 'arent', 'going', 'open', 'content', 'first', 'week', 'complete', 'complain', 'content']",also arent going open content first week complete complain content
438,2/22/2022,8:13:07 PM, lfg 1 person for shadowmourne quest blood infusion,Other,Game,"['lfg', 'person', 'shadowmourne', 'quest', 'blood', 'infusion']",lfg person shadowmourne quest blood infusion
439,2/23/2022,11:48:45 AM, idk what yall talking bout puzzles i did everything there witout having to do one puzzle,Other,Game,"['idk', 'yall', 'talking', 'bout', 'puzzles', 'everything', 'witout', 'one', 'puzzle']",idk yall talking bout puzzles everything witout one puzzle
440,2/23/2022,5:18:28 PM, you need honored to craft them i believe,Other,Game,"['need', 'honored', 'craft', 'believe']",need honored craft believe
441,2/23/2022,1:42:08 PM," conq yes, honour, no",Other,Game,"['conq', 'yes', 'honour']",conq yes honour
442,2/23/2022,10:28:06 AM," may not be a flex, but people may still want the mount before it can't be earned anymore",Other,Game,"['may', 'flex', 'people', 'may', 'still', 'want', 'mount', 'earned', 'anymore']",may flex people may still want mount earned anymore
443,2/22/2022,7:02:15 PM, can anyone pm me that has played alot of dh this xpack,Other,Game,"['anyone', 'pm', 'played', 'alot', 'dh', 'xpack']",anyone pm played alot dh xpack
444,2/23/2022,11:22:32 AM, so it doesnt matter if you undercut,Other,Game,"['doesnt', 'matter', 'undercut']",doesnt matter undercut
445,2/23/2022,9:21:58 PM, anyone going for ce? ,Other,Game,"['anyone', 'going', 'ce']",anyone going ce
446,2/23/2022,10:12:18 AM, yes,Other,Game,['yes'],yes
447,2/23/2022,12:54:59 PM, use your purple hearth and walk to the org port,Other,Game,"['use', 'purple', 'hearth', 'walk', 'org', 'port']",use purple hearth walk org port
448,2/23/2022,1:42:01 PM," if ur linking someone elses achievement, ur most likely a scammer",Other,Game,"['linking', 'someone', 'elses', 'achievement', 'likely', 'scammer']",linking someone elses achievement likely scammer
449,2/22/2022,8:15:45 AM, eh lol i wouldn't wanna risk getting banned.,Other,Game,"['eh', 'lol', 'wanna', 'risk', 'getting', 'banned']",eh lol wanna risk getting banned
450,2/22/2022,11:51:54 PM, yea cheetah got updated,Other,Game,"['yea', 'cheetah', 'got', 'updated']",yea cheetah got updated
451,2/23/2022,3:49:15 PM, on day 2?,Other,Game,['day'],day
452,2/23/2022,10:11:54 AM," newly boosted characters get sent to oribos with the ""report to your leader"" quest",Other,Game,"['newly', 'boosted', 'characters', 'get', 'sent', 'oribos', 'report', 'leader', 'quest']",newly boosted characters get sent oribos report leader quest
453,2/22/2022,5:19:16 PM, next raid and season start,Other,Game,"['next', 'raid', 'season', 'start']",next raid season start
454,2/22/2022,8:17:09 PM, it means boring ,Other,Game,"['means', 'boring']",means boring
455,2/22/2022,8:15:35 PM, lol kind of obviious right,Other,Game,"['lol', 'kind', 'obviious', 'right']",lol kind obviious right
456,2/22/2022,8:04:09 PM, how does the trinket bonus change feel in pvp,Other,Game,"['trinket', 'bonus', 'change', 'feel', 'pvp']",trinket bonus change feel pvp
457,2/22/2022,6:26:12 PM, can you uprade a legendary from 235 to 262 ,Other,Game,"['uprade', 'legendary']",uprade legendary
458,2/22/2022,8:23:43 PM, report gomikkafgar ,Other,Game,"['report', 'gomikkafgar']",report gomikkafgar
459,2/22/2022,8:11:49 PM, how's arms warrior this patch,Other,Game,"['arms', 'warrior', 'patch']",arms warrior patch
460,2/22/2022,11:43:14 PM," alliance grouping will be 9.2.5, sorry!",Other,Game,"['alliance', 'grouping', '9.2', 'sorry']",alliance grouping 9.2 sorry
461,2/22/2022,8:40:54 AM," 8 hours, not 18",Other,Game,['hours'],hours
462,2/22/2022,8:22:54 AM, so make sure to report them,Other,Game,"['make', 'sure', 'report']",make sure report
463,2/23/2022,9:37:05 PM, thats a fucking lie lmao see you on tues when raid drops.  ill enjoy seeing you bitch about that and why nobody will take your low parsin ass,Other,Game,"['fucking', 'lie', 'lmao', 'see', 'tues', 'raid', 'drops', 'ill', 'enjoy', 'seeing', 'bitch', 'nobody', 'take', 'low', 'parsin', 'ass']",fucking lie lmao see tues raid drops ill enjoy seeing bitch nobody take low parsin ass
464,2/22/2022,8:15:13 PM, no i didnt do anyt,Other,Game,"['didnt', 'anyt']",didnt anyt
465,2/23/2022,4:58:29 PM, which legendary pce should sub rogue upgrade,Other,Game,"['legendary', 'pce', 'sub', 'rogue', 'upgrade']",legendary pce sub rogue upgrade
466,2/22/2022,6:20:23 PM, so if i go from 2100 to 2400 can i still get gear upgrades?,Other,Game,"['go', 'still', 'get', 'gear', 'upgrades']",go still get gear upgrades
467,2/23/2022,6:28:35 PM, i'm in the boomkin waiting room rn :(,Other,Game,"['boomkin', 'waiting', 'room', 'rn']",boomkin waiting room rn
468,2/23/2022,1:17:28 AM, so how do i get to vash'jir? the portal uptop is there but i cant click it.,Other,Game,"['get', 'vash', 'jir', 'portal', 'uptop', 'cant', 'click']",get vash jir portal uptop cant click
469,2/22/2022,8:33:13 AM, patch day,Other,Game,"['patch', 'day']",patch day
470,2/22/2022,5:14:31 PM, season starts next week,Other,Game,"['season', 'starts', 'next', 'week']",season starts next week
471,2/22/2022,10:19:54 PM, next to flight master,Other,Game,"['next', 'flight', 'master']",next flight master
472,2/22/2022,6:50:05 PM, cosmic flux???,Other,Game,"['cosmic', 'flux']",cosmic flux
473,2/23/2022,9:37:26 PM, i concur with the 2 warriors,Other,Game,"['concur', 'warriors']",concur warriors
474,2/23/2022,10:30:24 AM," weather-beaten fishing hat sweet, got my hat from the daily",Other,Game,"['weather', 'beaten', 'fishing', 'hat', 'sweet', 'got', 'hat', 'daily']",weather beaten fishing hat sweet got hat daily
475,2/23/2022,6:50:05 PM, ddungeonss and quests,Other,Game,"['ddungeonss', 'quests']",ddungeonss quests
476,2/22/2022,8:34:53 PM, how is survival hunters doing atm? can somebody pm me?,Other,Game,"['survival', 'hunters', 'atm', 'somebody', 'pm']",survival hunters atm somebody pm
477,2/23/2022,10:03:06 AM, i think so,Other,Game,['think'],think
478,2/22/2022,6:21:49 PM, are  alliance members on?,Other,Game,"['alliance', 'members']",alliance members
479,2/23/2022,2:08:40 PM, but there is,Other,Game,['other'],other
480,2/22/2022,10:03:07 PM, glad tabards can be bought,Other,Game,"['glad', 'tabards', 'bought']",glad tabards bought
481,2/22/2022,6:26:13 PM, goblin gliders! go gettum!,Other,Game,"['goblin', 'gliders', 'go', 'gettum']",goblin gliders go gettum
482,2/22/2022,6:05:11 PM, new keystone icon pog,Other,Game,"['new', 'keystone', 'icon', 'pog']",new keystone icon pog
483,2/23/2022,1:41:58 PM, will i lose my honor when season 3 starts?,Other,Game,"['lose', 'honor', 'season', 'starts']",lose honor season starts
484,2/23/2022,12:00:33 PM, i have like 12 in my mail that i cant loot. wtf are these,Other,Game,"['like', 'mail', 'cant', 'loot', 'wtf']",like mail cant loot wtf
485,2/23/2022,3:21:37 PM, next week,Other,Game,"['next', 'week']",next week
486,2/23/2022,2:12:47 PM, yes,Other,Game,['yes'],yes
487,2/23/2022,10:31:11 AM, hey dont spam away my question. can we talk about how pretty the mythic keystones are,Other,Game,"['hey', 'spam', 'away', 'question', 'talk', 'pretty', 'mythic', 'keystones']",hey spam away question talk pretty mythic keystones
488,2/23/2022,12:02:20 PM, im pretty sure you can,Other,Game,"['pretty', 'sure']",pretty sure
489,2/22/2022,7:52:44 PM, war,Other,Game,['war'],war
490,2/23/2022,4:42:41 PM, paying 5k per run for a tank/healer to que theater of pain with me and leave after kul'tharok ,Other,Game,"['paying', 'per', 'run', 'tank', 'healer', 'que', 'theater', 'pain', 'leave', 'kul', 'tharok']",paying per run tank healer que theater pain leave kul tharok
491,2/23/2022,10:28:40 AM,10,Other,Game,['other'],other
492,2/23/2022,2:20:51 PM, what you got against us,Other,Game,"['got', 'us']",got us
493,2/23/2022,7:22:18 PM, yes,Other,Game,['yes'],yes
494,2/23/2022,9:44:02 PM, games been fine,Other,Game,"['games', 'fine']",games fine
495,2/22/2022,6:29:53 PM, i mean $15 isn't worth regretting,Other,Game,"['mean', 'worth', 'regretting']",mean worth regretting
496,2/22/2022,8:01:44 PM, just first week,Other,Game,"['first', 'week']",first week
497,2/23/2022,2:30:03 PM, lmao,Other,Game,['lmao'],lmao
498,2/23/2022,1:31:14 PM, well at least the patch notes arent on the website.,Other,Game,"['well', 'least', 'patch', 'notes', 'arent', 'website']",well least patch notes arent website
499,2/22/2022,5:30:07 PM, sl raids,Other,Game,"['sl', 'raids']",sl raids
500,2/23/2022,9:45:46 PM, i wish sales communities were still a thing,Other,Game,"['wish', 'sales', 'communities', 'still', 'thing']",wish sales communities still thing
501,2/23/2022,9:29:23 PM," inb4 we end up with another hero class aka death knight, demon hunter, samurai",Other,Game,"['inb', 'end', 'another', 'hero', 'class', 'aka', 'death', 'knight', 'demon', 'hunter', 'samurai']",inb end another hero class aka death knight demon hunter samurai
502,2/22/2022,10:24:04 PM, yes pretty lit right,Other,Game,"['yes', 'pretty', 'lit', 'right']",yes pretty lit right
503,2/23/2022,9:34:42 PM, how do i get the new campain quest?,Other,Game,"['get', 'new', 'campain', 'quest']",get new campain quest
504,2/23/2022,5:20:09 PM, but im switching to fury and they are tryna run me for 87k ,Other,Game,"['switching', 'fury', 'tryna', 'run']",switching fury tryna run
505,2/22/2022,10:10:42 PM, anyone got a long boi i can use for a bit?,Other,Game,"['anyone', 'got', 'long', 'boi', 'use', 'bit']",anyone got long boi use bit
506,2/22/2022,9:46:17 PM, better yet....feral or sub for 9.2????,Other,Game,"['better', 'yet', 'feral', 'sub', '9.2']",better yet feral sub 9.2
507,2/23/2022,1:44:41 PM, should i switch to a covenant that isnt 80 for zerith mortis weeklys? do they give renown?,Other,Game,"['switch', 'covenant', 'isnt', 'zerith', 'mortis', 'weeklys', 'give', 'renown']",switch covenant isnt zerith mortis weeklys give renown
508,2/23/2022,1:23:25 PM, boosting*,Other,Game,['boosting'],boosting
509,2/23/2022,10:49:23 AM, currently venth i beleive,Other,Game,"['currently', 'venth', 'beleive']",currently venth beleive
510,2/22/2022,10:36:47 PM, cause i did none of the campaign and i just want to go to the new zone,Other,Game,"['cause', 'none', 'campaign', 'want', 'go', 'new', 'zone']",cause none campaign want go new zone
511,2/22/2022,6:55:24 PM, pvp,Other,Game,['pvp'],pvp
512,2/22/2022,11:59:45 PM, timed 19 depleted 20,Other,Game,"['timed', 'depleted']",timed depleted
513,2/22/2022,8:43:25 PM, how to get to oribos. hearthed to korthia and took the gateway there to oribos. it worked!,Other,Game,"['get', 'oribos', 'hearthed', 'korthia', 'took', 'gateway', 'oribos', 'worked']",get oribos hearthed korthia took gateway oribos worked
514,2/22/2022,8:15:36 PM, dont even need to finsih sod camp,Other,Game,"['even', 'need', 'finsih', 'sod', 'camp']",even need finsih sod camp
515,2/23/2022,5:56:03 PM, anyone know when rank 7 leggos come out?,Other,Game,"['anyone', 'know', 'rank', 'leggos', 'come']",anyone know rank leggos come
516,2/23/2022,10:29:53 AM, they definitely fix patch issues bud,Other,Game,"['definitely', 'fix', 'patch', 'issues', 'bud']",definitely fix patch issues bud
517,2/23/2022,1:25:21 PM, mine do not,Other,Game,['mine'],mine
518,2/23/2022,10:49:37 AM," play the one you like, unless you are ce",Other,Game,"['play', 'one', 'like', 'unless', 'ce']",play one like unless ce
519,2/23/2022,5:17:42 PM, when do the new legendaries come out ? ,Other,Game,"['new', 'legendaries', 'come']",new legendaries come
520,2/23/2022,11:48:30 AM, somebody sucks at platforming lol,Other,Game,"['somebody', 'sucks', 'platforming', 'lol']",somebody sucks platforming lol
521,2/22/2022,10:36:07 PM," ""we sell big long zoom carry! am local! big believe!""",Other,Game,"['sell', 'big', 'long', 'zoom', 'carry', 'local', 'big', 'believe']",sell big long zoom carry local big believe
522,2/23/2022,10:34:35 AM, no there not released lol,Other,Game,"['released', 'lol']",released lol
523,2/22/2022,8:42:43 AM, when is gonna be available to play today ?,Other,Game,"['gonna', 'available', 'play', 'today']",gonna available play today
524,2/23/2022,10:36:58 AM, wait people care about pets?,Other,Game,"['wait', 'people', 'care', 'pets']",wait people care pets
525,2/22/2022,8:20:33 AM, wait so its not ip ban?,Other,Game,"['wait', 'ip', 'ban']",wait ip ban
526,2/22/2022,8:17:32 AM, naw i think he was saying he was boosting,Other,Game,"['naw', 'think', 'saying', 'boosting']",naw think saying boosting
527,2/23/2022,2:36:15 PM, except the bans are real you scrub,Other,Game,"['except', 'bans', 'real', 'scrub']",except bans real scrub
528,2/23/2022,10:30:48 AM, if you  really want to help weith issues either unsub or go to the bug forums and report any issues you have to put more visibility on it. ,Other,Game,"['really', 'want', 'help', 'weith', 'issues', 'either', 'unsub', 'go', 'bug', 'forums', 'report', 'issues', 'put', 'visibility']",really want help weith issues either unsub go bug forums report issues put visibility
529,2/22/2022,10:32:55 PM, what do you mean max 10 key? like for vault piece?,Other,Game,"['mean', 'max', 'key', 'like', 'vault', 'piece']",mean max key like vault piece
530,2/22/2022,8:22:19 AM, i know insane but it's a money con they're only banning people to keep playerrs quiet they don't really care lol,Other,Game,"['know', 'insane', 'money', 'con', 'banning', 'people', 'keep', 'playerrs', 'quiet', 'really', 'care', 'lol']",know insane money con banning people keep playerrs quiet really care lol
531,2/23/2022,12:29:19 PM, for my legendary,Other,Game,['legendary'],legendary
532,2/23/2022,1:42:24 PM, can i get a dalaran hearthstone without doing the lgion chain,Other,Game,"['get', 'dalaran', 'hearthstone', 'without', 'lgion', 'chain']",get dalaran hearthstone without lgion chain
533,2/23/2022,4:09:12 PM, uhh bladestorm or dragon roar,Other,Game,"['uhh', 'bladestorm', 'dragon', 'roar']",uhh bladestorm dragon roar
534,2/22/2022,5:46:20 PM, are the new ores n herbs out yet in the new zone?,Other,Game,"['new', 'ores', 'n', 'herbs', 'yet', 'new', 'zone']",new ores n herbs yet new zone
535,2/23/2022,12:05:19 PM, anyone give me a hand with standard ui,Other,Game,"['anyone', 'give', 'hand', 'standard', 'ui']",anyone give hand standard ui
536,2/23/2022,8:53:49 AM, 1 hour,Other,Game,['hour'],hour
537,2/23/2022,2:20:34 PM, lol feral,Other,Game,"['lol', 'feral']",lol feral
538,2/23/2022,12:54:56 PM, anyone for a 20 spires to get a 15 next week?,Other,Game,"['anyone', 'spires', 'get', 'next', 'week']",anyone spires get next week
539,2/22/2022,10:06:06 PM, que poped :),Other,Game,"['que', 'poped']",que poped
540,2/22/2022,6:59:05 PM, so did that person not get the memo cutting edge isnt possible from sanctum of domination lolz,Other,Game,"['person', 'get', 'memo', 'cutting', 'edge', 'isnt', 'possible', 'sanctum', 'domination', 'lolz']",person get memo cutting edge isnt possible sanctum domination lolz
541,2/23/2022,8:04:18 PM, has anyone crafted a 291 base yet?,Other,Game,"['anyone', 'crafted', 'base', 'yet']",anyone crafted base yet
542,2/23/2022,9:25:10 PM, most of the tier sets are actually pretty good,Other,Game,"['tier', 'sets', 'actually', 'pretty', 'good']",tier sets actually pretty good
543,2/23/2022,1:09:06 AM, never lvld this xpac,Other,Game,"['never', 'lvld', 'xpac']",never lvld xpac
544,2/22/2022,8:33:22 AM, yea all of us did ,Other,Game,"['yea', 'us']",yea us
545,2/22/2022,8:13:23 PM, priests need to drink after every pull in m+,Other,Game,"['priests', 'need', 'drink', 'every', 'pull']",priests need drink every pull
546,2/22/2022,8:50:59 PM, do you have to redo campaign on alts plss ,Other,Game,"['redo', 'campaign', 'alts', 'plss']",redo campaign alts plss
547,2/23/2022,12:59:06 AM, call of the primus,Other,Game,"['call', 'primus']",call primus
548,2/22/2022,7:50:42 PM," i havent played in froever, quickest way to brd from org?",Other,Game,"['havent', 'played', 'froever', 'quickest', 'way', 'brd', 'org']",havent played froever quickest way brd org
549,2/22/2022,8:34:13 AM, all classes will be good ,Other,Game,"['classes', 'good']",classes good
550,2/22/2022,7:17:59 PM, when does io and rating restart?,Other,Game,"['io', 'rating', 'restart']",io rating restart
551,2/23/2022,10:03:30 AM, chapter 7 of the 9.2 campaign unlocks double leggo,Other,Game,"['chapter', '9.2', 'campaign', 'unlocks', 'double', 'leggo']",chapter 9.2 campaign unlocks double leggo
552,2/22/2022,8:14:40 AM, 8 hours,Other,Game,['hours'],hours
553,2/22/2022,8:15:53 PM, not all of sod,Other,Game,['sod'],sod
554,2/22/2022,7:32:20 PM, theres not gonna be a new bg or dungeon in a patch,Other,Game,"['theres', 'gonna', 'new', 'bg', 'dungeon', 'patch']",theres gonna new bg dungeon patch
555,2/23/2022,6:45:45 PM, yea click on the rock,Other,Game,"['yea', 'click', 'rock']",yea click rock
556,2/22/2022,10:40:03 PM, does anyone know why it isn't offering me the quest to get into the new zone?,Other,Game,"['anyone', 'know', 'offering', 'quest', 'get', 'new', 'zone']",anyone know offering quest get new zone
557,2/22/2022,8:16:18 AM, i got banned from d2r but i deserved it haha,Other,Game,"['got', 'banned', 'deserved', 'haha']",got banned deserved haha
558,2/23/2022,9:29:03 PM, every wow xpac has been great,Other,Game,"['every', 'wow', 'xpac', 'great']",every wow xpac great
559,2/23/2022,12:57:31 AM, you get a renown from like every quest,Other,Game,"['get', 'renown', 'like', 'every', 'quest']",get renown like every quest
560,2/23/2022,7:13:57 AM, near flight master in oribos,Other,Game,"['near', 'flight', 'master', 'oribos']",near flight master oribos
561,2/22/2022,8:39:33 AM, they are gonna be down for 18 hours,Other,Game,"['gonna', 'hours']",gonna hours
562,2/23/2022,10:37:47 AM, battle pets is an actual massive market,Other,Game,"['battle', 'pets', 'actual', 'massive', 'market']",battle pets actual massive market
563,2/22/2022,5:00:48 PM, the jailer's gauntlet: layer 4,Other,Game,"['jailer', 'gauntlet', 'layer']",jailer gauntlet layer
564,2/23/2022,10:28:14 AM, oh sorry there's two--spectral lupine and spectral vulpine. vulpine i guess is a drop. lupine is revered ,Other,Game,"['oh', 'sorry', 'two', 'spectral', 'lupine', 'spectral', 'vulpine', 'vulpine', 'guess', 'drop', 'lupine', 'revered']",oh sorry two spectral lupine spectral vulpine vulpine guess drop lupine revered
565,2/23/2022,10:05:09 AM, so if youu want to max your toon you have to get the rep,Other,Game,"['youu', 'want', 'max', 'toon', 'get', 'rep']",youu want max toon get rep
566,2/22/2022,10:37:54 PM, try logging out and back in,Other,Game,"['try', 'logging', 'back']",try logging back
567,2/22/2022,8:16:27 PM, do the chain quest ,Other,Game,"['chain', 'quest']",chain quest
568,2/22/2022,10:36:33 PM, im glad justin t got a go on pass for emergency act,Other,Game,"['glad', 'justin', 'got', 'go', 'pass', 'emergency', 'act']",glad justin got go pass emergency act
569,2/23/2022,1:08:51 AM, depends on how far behind you are,Other,Game,"['depends', 'far', 'behind']",depends far behind
570,2/22/2022,11:41:49 PM, go talk to the spirit by bolvar,Other,Game,"['go', 'talk', 'spirit', 'bolvar']",go talk spirit bolvar
571,2/23/2022,1:05:45 AM, dont go there for a few minutes at least,Other,Game,"['go', 'minutes', 'least']",go minutes least
572,2/22/2022,8:12:12 PM, pretty good,Other,Game,"['pretty', 'good']",pretty good
573,2/22/2022,7:50:38 PM, threads of fast,Other,Game,"['threads', 'fast']",threads fast
574,2/23/2022,6:27:36 PM," yes, wolves",Other,Game,"['yes', 'wolves']",yes wolves
575,2/22/2022,9:16:07 PM, anyone know why i can't continue ready for war,Other,Game,"['anyone', 'know', 'continue', 'ready', 'war']",anyone know continue ready war
576,2/23/2022,7:28:03 PM, yoo the new leather sets look cool af ,Other,Game,"['yoo', 'new', 'leather', 'sets', 'look', 'cool', 'af']",yoo new leather sets look cool af
577,2/23/2022,1:24:39 PM, are shards of dom completely useless now?,Other,Game,"['shards', 'dom', 'completely', 'useless']",shards dom completely useless
578,2/23/2022,1:35:40 PM," ""shards of domination are now disabled in zereth mortis, the sepulcher of the first ones raid, and all pvp and dungeon content.""",Other,Game,"['shards', 'domination', 'disabled', 'zereth', 'mortis', 'sepulcher', 'first', 'ones', 'raid', 'pvp', 'dungeon', 'content']",shards domination disabled zereth mortis sepulcher first ones raid pvp dungeon content
579,2/22/2022,11:03:36 PM, i like last 1/2 or 1/3 of bfa,Other,Game,"['like', 'last', 'bfa']",like last bfa
580,2/22/2022,6:36:31 PM, did yesterday,Other,Game,['yesterday'],yesterday
581,2/22/2022,8:14:42 AM, few hours ,Other,Game,['hours'],hours
582,2/22/2022,7:31:33 PM, solo shuffle next week,Other,Game,"['solo', 'shuffle', 'next', 'week']",solo shuffle next week
